Golpe,text_content,count,processed_text_content,n_words
0,"*DESTAQUES DO BLOG DIVIRTA-CE* 💥

DIA DO GIN TÔNICA - Drink que já foi utilizado como remédio contra a malária e conquistou o universo da coquetelaria - http://divirta-ce.blogspot.com/2022/10/dia-do-gin-tonica.html

CINEMA - Brasileira Priscila Vaz vence prêmio de Melhor Atriz Coadjuvante na Espanha pelo filme ""Secrets"" - http://divirta-ce.blogspot.com/2022/10/cinema_18.html

JERICOACOARA - 1ª edição do JERI Festival acontece neste fim de semana - http://divirta-ce.blogspot.com/2022/10/especial.html

GREAT PLACE TO WORK - Unimed Fortaleza está no ranking GPTW Brasil entre as melhores empresas para se trabalhar no país - http://divirta-ce.blogspot.com/2022/10/great-place-to-work.html

SAÚDE - Pais precisam estar atentos ao comportamento visual dos filhos, alerta especialista - http://divirta-ce.blogspot.com/2022/10/saude.html

FEIRA DE TURISMO - Visite Ceará integra a programação do Fórum Brazil Travel Marketing com palestra sobre Turismo e Entretenimento - http://divirta-ce.blogspot.com/2022/10/visite-ceara-integra-programacao-do.html

NOVO RESTAURANTE - MÉZZI: Grupo HOST lança sua nova casa, uma marca focada em gastronomia grega e mediterrânea - http://divirta-ce.blogspot.com/2022/10/novo-restaurante.html

BARES - Hey Joe comemora o Ocktoberfest com muita música e chopp em dobro - http://divirta-ce.blogspot.com/2022/10/bares.html

EX THE VOICE - Cover do Zé Ramalho “Walter Ramalho”, se apresenta no Boteco Maraponga Food Square nesta quarta-feira (19) - http://divirta-ce.blogspot.com/2022/10/musica-ao-vivo_19.html

INTERNET - Conheça o Menino do Imbu: o influencer que vem conquistando a Internet - http://divirta-ce.blogspot.com/2022/10/internet.html

DANÇA - Dragão do Mar recebe 8ª Bienal Internacional de Dança do Ceará - De Par em Par a partir desta sexta-feira (21) - http://divirta-ce.blogspot.com/2022/10/danca_19.html

MEIO AMBIENTE - Deputado George Lima destaca protagonismo do Ceará com o HUB de Hidrogênio Verde - http://divirta-ce.blogspot.com/2022/10/meio-ambiente.html

PESQUISA - Mercado imobiliário atrai mulheres em busca de carreira na área da corretagem de imóveis - http://divirta-ce.blogspot.com/2022/10/mercado-de-trabalho.html

*LINKS DO DIVIRTA-CE* - https://linktr.ee/divirtace

*E-MAIL PARA PAUTAS* - 
caderno2@gmail.com",4,"* de esteque blog divirta ce * colisao 
 
 dia gin tonica drink utilizar remedio contra malaria conquistar universo coquetelario divirta ce blogspot 
 
 cinema Brasileiro priscila vaz vencer premio bom atriz coadjuvante Espanha filme secret   divirta ce blogspot 
 
 jericoacoar a edicao jeri festival acontecer em este fim semana  divirta ce blogspot 
 
 Great place to work unimed fortaleza ranking Gptw Brasil bomes empresa trabalhar pais divirta ce blogspot 
 
 Saude pai precisar atento comportamento visual filhos alertar especialista divirta ce blogspot 
 
 feira turismo visite cear integrar programacao forum brazil travel marketing palestra sobre turismo entretenimento divirta ce blogspot 
 
 novo restaurante mezzi grupo host lancar novo casa marco focar gastronomia grego mediterranea divirta ce blogspot 
 
 bar hey joe comemorar ocktoberfest muito musica chopp dobro divirta ce blogspot 
 
 ex The voice cover ze ramalho ""walter ramalho"" apresentar boteco maraponga food square em este quarto feira divirta ce blogspot 
 
 Internet Conheca Menino imbur influencer vir conquistar Internet divirta ce blogspot 
 
 Dancar Dragao mar receber a bienal internacional Dancar cear par par partir de este sexta feira divirta ce blogspot 
 
 Meio ambiente deputado George lima de esteca protagonismo cear hub hidrogenio verde divirta ce blogspot 
 
 pesquisa mercado imobiliario atrair mulher busca carreira area corretagem imovel divirta ce blogspot 
 
 * link divirta ce * Linktr ee 
 
 * Mail pauta * 
 caderno gMail",2274
1,"Feedback de Juan Delgado 26 anos. Brazil, Itaquaquecetuba.

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo: @FabricioGoncalvez_Admin10",4,"feedback juan delgar ano Brazil itaquaquecetuba 
 
 poder ativar bot comecar ganhar dinheiro aqui 
 conecter comigo fabriciogoncalvez _ admin",161
1,"Feedback de Fábio Gabeira
29 anos. Brazil, Ponta Grossa.

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo: @FabricioGoncalvez_robot",4,"feedback fabio gabeira 
 ano brazil pontar Grossa 
 
 poder ativar bot comecar ganhar dinheiro aqui 
 conecter comigo fabriciogoncalvez _ robot",157
1,"Feedback de Juan Delgado 26 anos. Brazil, Itaquaquecetuba.

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo: @FabricioGoncalvex02_bot",4,"feedback juan delgar ano Brazil itaquaquecetuba 
 
 poder ativar bot comecar ganhar dinheiro aqui 
 conecter comigo Fabriciogoncalvex _ bot",159
1,"Feedback de Leandro. C
37 anos. Brasil, Maranhao
 

Isso não é mágica, se você não sofreu na vida então você nunca pode se relacionar com nenhuma dessas pessoas investindo aqui e dando testemunho o dia todo, ao invés de sair na rua roubando, trapaceando, se preocupando ou reclamando do trabalho enquanto não Não tome uma decisão ousada e sábia de investir em seu futuro!

Você pode ativar o bot e começar a ganhar dinheiro aqui 
Conecte-se comigo: @Fabricio_Goncalvez_Robo01",4,"feedback leandro c 
 ano Brasil maranhao 
 
 
 magico sofrer vida entao nunca poderr relacionar nenhum de esse pessoa investir aqui dar testemunho dia todo inves sair rua roubar trapacear preocupar reclamar trabalho enquanto tomer decisao ousar sabio investir futuro ! 
 
 poderr ativar bot comecar ganhar dinheiro aqui 
 conecter comigo fabricio _ goncalvez _ robo",475
1,"Feedback de Juan Delgado 26 anos. Brazil, Itaquaquecetuba.

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo: @Fabricio_Goncalvez_Botz",4,"feedback juan delgar ano Brazil itaquaquecetuba 
 
 poder ativar bot comecar ganhar dinheiro aqui 
 conecter comigo fabricio _ goncalvez _ Botz",159
0,"O ARTIGO 142 DIZ QUE O PRESIDENTE TEM QUE FICAR 72H CALADO.
AÍ O POVO SAI PRA RUA E ELE PODE PEDIR APÓS ÀS 72H.
PORQUE SE ELE FALAR ANTES DAS 82H VÃO DIZER QUE ELE ESTÁ CONTRA A CONSTITUIÇÃO E ESTÁ INDUZINDO O POVO A IR PRA RUA.
OS DEPUTADOS ELEITOS NÃO PODEM SE MANIFESTAR NEM ORGANIZAR, TEM QUE PARTIR DE NÓS.
REPASSEM PARA O 🇧🇷 TODO

Máxima ATENÇÃO para não cometermos erros !!!

Essa é uma manifestação POPULAR APARTIDÁRIA,  não temos lideres, não estamos aguardando nenhum aval ou pronunciamento do nosso presidente Bolsonaro!!!

Independente do seu pronunciamento nós NÃO VAMOS NOS RETIRAR, se Bolsonaro nos apoiar ele cometerá CRIME, emtenderam ???

Só teremos diálogo com as FORÇAS ARMADAS.

Permaneceremos hoje e amanhã, na quarta-feira pedimos e CLAMAMOS pelo apoio polular em frente ao quartéis pedindo a restauração da ordem o art 142 !!!

Só sairemos após as Forças Armadas assumirem o país !!!

Pedimos apoio em cada cidade cada bairro criem seus grupos se mobilizem, não precisamos de dinheiro, precisamos de alimentos, e apoio…


COMPARTILHEM AO MÁXIMO DE GRUPOS QUE PUDEREM, NÃO É POR NÓS, É PELO NOSSO FUTURO!!!

BRASlL, PÁTRIA, FAMÍLIA E LIBERDADE
É  isso que eu quero que vocês entendam.",4,"artigo dizer presidente ficar h calar 
 ai povo sair pra rua poder pedir apos h 
 porque falar antes h ir dizerer contra constituicao induzir povo ir pra rua 
 deputado eleitos poderm manifestar organizar partir 
 repar bandeira_brasil todo 
 
 grande atencao cometermos erro ! ! ! 
 
 manifestacao popular apartidar   lider aguardar nenhum aval pronunciamento presidente bolsonaro ! ! ! 
 
 independente pronunciamento ir retirar bolsonaro apoiar cometer crime emtender ? ? ? 
 
 dialogo forca armar 
 
 permanecerer hoje amanha quarto feira pedir clamamos Apoio polular frente quartel pedir restauracao ordemo art ! ! ! 
 
 sairremos apos forca armar assumir pais ! ! ! 
 
 pedir Apoio cada cidade cada bairro criir grupo mobilizer precisar dinheiro precisar alimento Apoio... 
 
 
 compartilhem maximo grupo puder futuro ! ! ! 
 
 Brasll patr familio liberdade 
 ser  quero entendar",1207
0,"*Gravíssimo*

*Rafael Vitor dos Santos de Jesus Silva CPF 866487265-12*  Abriu páginas no telegram com nome do deputado Federal Eduardo Bolsonaro e Michelle Bolsonaro para pedir pix para o QG e é mentira, *atenção* saindo dessas páginas e compartilhem urgente !!! 

*TUDO FALSO* DENUNCIEM ESSAS PÁGINAS E AVISEM OS PATRIOTAS 
⚠️
https://t.me/depeduardobolso
 https://t.me/michellebolsonarobr
*Perfis falsos para retirar dinheiro dos PATRIOTAS*


.",4,"* gravissimo * 
 
 * rafael vitor Santos jesus Silva cpf * abrir pagina telegr nome deputado federal Eduardo bolsonaro michelle bolsonaro pedir pix qg mentira * atencao * sair de esse pagina compartilhem urgente ! ! ! 
 
 * tudo falso * denunciem pagina avisem patriota 
 aviso 
 t 
 t 
 * perfis falso retirar dinheiro patriota *",447
0,"MERCADO DE TRABALHO - Feira de Oportunidades do Grau Técnico oferta mais de 1200 vagas de emprego em Fortaleza - http://divirta-ce.blogspot.com/2022/10/mercado-de-trabalho_25.html

WORKSHOP - Donas do seu Mundo promove imersão para ajudar mulheres empreendedoras ou que desejam empreender - http://divirta-ce.blogspot.com/2022/10/workshop.html

SOLIDARIEDADE - Campo Ouro Verde realiza ação de Dia das Crianças no Curió - http://divirta-ce.blogspot.com/2022/10/solidariedade_24.html

MODA - Empresário investe no mercado do Rio de Janeiro com primeira loja especializada em chapéus Panamá originais - http://divirta-ce.blogspot.com/2022/10/moda_25.html

ESPORTES - Cearense João Vitor, campeão Mundial, Sul-americano e AJP Tour Portugal de Jiu-jitsu, faz vaquinha para custear campeonatos internacionais - http://divirta-ce.blogspot.com/2022/10/esporte.html

CINEMA - Longa ‘Meu Tio José’ estreia no circuito independente em 14 capitais do Brasil - Escrito e dirigido por Ducca Rios, filme em formato de animação é baseado em fatos reais e promete mobilizar a crítica e o público, principalmente jovem, ao contar a história familiar de um ex-guerrilheiro assassinado na ditadura; Wagner Moura é um dos dubladores - http://divirta-ce.blogspot.com/2022/10/cinema_24.html

EDUCAÇÃO - Escola Luminova, do Grupo SEB, anuncia dez novas escolas no Norte e Nordeste - Três das dez unidades, adquiridas pelo Grupo Nilton Lins, já começam a operar nas cidades de Manaus e Humaitá (AM) e Fortaleza (CE)- http://divirta-ce.blogspot.com/2022/10/educacao_23.html

LINKS DO DIVIRTA-CE - https://linktr.ee/divirtace

EMAIL PARA PAUTAS -
caderno2@gmail.comcaderno2@gmail.coml",4,"mercado trabalho feira oportunidade grau tecnico oferta vagas empregar fortaleza divirta ce blogspot 
 
 Workshop dono mundo promover imersao ajudar mulher empreendedoro desejar empreender divirta ce blogspot 
 
 solidariedade campo ouro verde realizar acao dia crianca curio divirta ce blogspot 
 
 moda empresaRio investir mercado Rio janeiro primeiro loja especializar chapeu panamar original divirta ce blogspot 
 
 esporte cearense Joao vitor campeao mundial sul americano ajp tour Portugal Jiu jitsu fazer vaquinha custear campeonato internacional  divirta ce blogspot 
 
 cinema longo 'meu tio Jose' estrear circuito independente capital Brasil escrever dirigir duccar Rios filme formato animacao basear fato real prometer mobilizar critica publico principalmente jovem contar historia familiar ex guerrilheiro assassinar ditadura Wagner Moura dubladores divirta ce blogspot 
 
 Educacao Escola luminova grupo Seb anunciar dez novo Escolas norte nordeste tres dez unidade adquirir grupo Nilton lins comecar operar cidade manau humaita am fortaleza ce divirta ce blogspot 
 
 link divirta ce linktr ee 
 
 Email pauta 
 caderno gmail comcaderno gmail Coml",1658
1,"Feedback de Henrique Thiago 30 anos. Brasil, Maranhão.

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo:


 @Fabricio_Goncalvez_Robo01
  @Fabricio_Goncalvez_Robo01",4,"feedback Henrique thiago ano Brasil maranhao 
 
 poder ativar bot comecar ganhar dinheiro aqui 
 conecter Comigo 
 
 
 fabricio _ goncalvez _ robo 
 fabricio _ goncalvez _ robo",189
0,"Na verdade, são homens públicos pagos com dinheiro do próprio povo que querem ver o povo morrer na miséria. Selecionar e encaminhar",4,verdade homem publico pagar dinheiro proprio povo querer ver povo morrer miser selecionar encaminhar,131
0,"15) Uma outra possibilidade iminente é o PR não aplicar o Art 136 da CF (""Estado de Defesa"") e vir a decretar diretamente o Art. 142 da CF, isso no dia de sua viagem ao exterior, podendo ocorrer tal decretaçao nos dias 29; 30; ou 31/12/2022. De imediato após a decretação do Art. 142 da CF, assume a Presidência do Brasil uma Junta Militar.

Nessa leitura de cenário para os próximos 7 dias que faltam para findar o ano de 2022, a coerência;   a estratégica, a base legal e a preservação da segurança física da família do PR, numa  possível reação criminosa e terrorista às ações saneadoras das FFAA, nos levou a  essa análise com  praticamente um caminho legal, plausível e seguro a ser definido (se já não está há dias decidido) para o bem da população brasileira e para o futuro da Nação.

Por esse motivo a ""orientação"" de algumas pessoas (interlocutores)  que conversaram com o PR Bolsonaro (padres, amigos, políticos mais chegados) nesses últimos dias saem dizendo a todos as seguintes frases: 
""para não sairem da frente dos quartéis"" e que ""o PR não vai decepcionar ninguém.""

Se fosse para sairmos da frente dos quartéis, os Comandantes dos quartéis já teriam recebido uma ""ordem"" expressa de seus Comandantes maiores para orientar a todos os Patriotas que se retirassem da porta dos quartéis e da área física de segurança (nacional) federal nas cercanias das Unidades da FFAA. 

Muito pelo contrário, as FFAA estimularam a permanência de todos Patriotas em frente aos quartéis; bem como nos protegeram de agentes da PF, ""fiscais"", Conselhos Tutelares, etc que atuaram ""a mando..."" na tentativa de descontinuarem as manifestações nas portas dos quartéis durante esses 54 dias. 

A principal tática é o permanente estímulo à presença massiva dos Patriotas na frente dos quartéis; primeiro para demostrar à comunidade internacional (fato que já está praticamente consumado); e segundo e com essas expressiva vontade popular dê amparo ao início das ações das FFAA a serem decretadas. 

Nada é e foi por acaso. 

Uma robusta preparação da infraestrutura operacional das FFAA por meios dos últimos decretos.

Todas as orientações e proteção aos Patriotas na porta dos quartéis tevê e tem um fim proposto; tem um objetivo bem maior. 

POR ESSE MOTIVO TEMOS QUE PERMANECER MASSIVAMENTE À FRENTE DOS QUARTÉIS  ATÉ O DIA 31/12/2022 -  ATÉ A DECRETAÇÃO DAS AÇÕES DA FFAA.

AS PRÓPRIAS FFAA APÓS DECRETADO ORIENTARÁ NATURALMENTE PARA QUE TODOS OS PATRIOTAS, POR QUESTÃO DE SEGURANÇA, RETORNEM ÀS SUAS CASAS.

PATRIOTAS, POR TUDO AQUI EXPLICADO TENHAM A VIRTUDE DA  PACIÊNCIA; DA PERSISTÊNCIA E DA RESILIÊNCIA.

PERMANEÇAM NA FRENTE DOS QUARTÉIS ATÉ O DIA 31/22/2022.

FORA OS COMUNISTAS DO BRASIL!!!

FORA O COMUNISMO DO BRASIL!!!

NÃO PASSARÃO!!!

NÃO SUBIRÃO A RAMPA!!!
🇧🇷🇧🇷🇧🇷",4,"outro possibilidade iminente pr aplicar art cf estado defesa vir decretar diretamente art cf dia viagem exterior poder ocorrer tal Decretacao dia imediato apos decretacao art cf assumir presidencia Brasil Junta militar 
 
 em esse leitura cenario proximo dia faltar findar ano coerencia estrategico base legal preservacao seguranca fisico familia pr possivel reacao criminoso terrorista acao saneadoro ffaa levar analise praticamente caminho legal plausivel seguro definir dia decidir bem populacao Brasileira futuro nacao 
 
 motivo orientacao algum pessoa interlocutor conversar pr bolsonaro padre amigo politico chegar em esse ultimo dia sair dizer todo seguinte frase 
 sair frente quartel pr ir decepcionar ninguem 
 
 sairr frente quartel comandante quartel receber ordem expressar comandante grande orientar todo patriota retirar porta quartel area fisico seguranca nacional federal cercania unidade ffaa 
 
 contrario ffaa estimular permanencia todo patriota frente quartel bem proteger agente pf fiscal conselho tutelar etc atuar mar tentativa descontinuar manifestacao porto quartel durante dia 
 
 principal tatica permanente estimulo presenca massivo patriota frente quartel primeiro demostrar comunidade internacional fato praticamente consumar segundo expressiva vontade popular de Amparo inicio acao ffaa ser decretar 
 
 nada acaso 
 
 robustar preparacao infraestruturo operacional ffaa meio ultimo decreto 
 
 todo orientacao protecao patriota porta quartel tever fim propor objetivo bem grande 
 
 motivo permanecer massivomente frente quartel dia decretacao acao ffaa 
 
 proprio ffaa apos decretar orientar naturalmente todo patriota questao seguranca retorner casa 
 
 patriota tudo aqui explicar virtude paciencio persistenciao resiliencia 
 
 permanecar frente quartel dia 
 
 comunista Brasil ! ! ! 
 
 comunismo Brasil ! ! ! 
 
 passar ! ! ! 
 
 subir rampa ! ! ! 
 bandeira_Brasil bandeira_Brasil bandeira_Brasil",2776
